"tollgate_id","time_window","direction","volume","proportion_hasetc_vehicles"
"1","[2016-10-19 01:20:00,2016-10-19 01:40:00)","1","4","1"
"1","[2016-10-19 01:20:00,2016-10-19 01:40:00)","0","13","1"
"3","[2016-10-19 01:20:00,2016-10-19 01:40:00)","1","4","0"
"3","[2016-10-19 01:20:00,2016-10-19 01:40:00)","0","22","1"
"1","[2016-10-19 01:40:00,2016-10-19 02:00:00)","1","11","2"
"1","[2016-10-19 01:40:00,2016-10-19 02:00:00)","0","7","0"
"3","[2016-10-19 01:40:00,2016-10-19 02:00:00)","1","7","0"
"3","[2016-10-19 01:40:00,2016-10-19 02:00:00)","0","18","2"
"1","[2016-10-19 02:00:00,2016-10-19 02:20:00)","1","13","1"
"1","[2016-10-19 02:00:00,2016-10-19 02:20:00)","0","7","0"
"3","[2016-10-19 02:00:00,2016-10-19 02:20:00)","1","5","0"
"3","[2016-10-19 02:00:00,2016-10-19 02:20:00)","0","12","0"
"2","[2016-10-19 02:00:00,2016-10-19 02:20:00)","0","1","1"
"1","[2016-10-19 02:20:00,2016-10-19 02:40:00)","1","10","0"
"1","[2016-10-19 02:20:00,2016-10-19 02:40:00)","0","7","0"
"3","[2016-10-19 02:20:00,2016-10-19 02:40:00)","1","13","1"
"3","[2016-10-19 02:20:00,2016-10-19 02:40:00)","0","18","2"
"1","[2016-10-19 02:40:00,2016-10-19 03:00:00)","1","8","0"
"1","[2016-10-19 02:40:00,2016-10-19 03:00:00)","0","10","0"
"3","[2016-10-19 02:40:00,2016-10-19 03:00:00)","1","4","0"
"3","[2016-10-19 02:40:00,2016-10-19 03:00:00)","0","12","3"
"1","[2016-10-19 03:00:00,2016-10-19 03:20:00)","1","14","1"
"1","[2016-10-19 03:00:00,2016-10-19 03:20:00)","0","4","0"
"3","[2016-10-19 03:00:00,2016-10-19 03:20:00)","1","1","0"
"3","[2016-10-19 03:00:00,2016-10-19 03:20:00)","0","9","0"
"2","[2016-10-19 03:00:00,2016-10-19 03:20:00)","0","1","1"
"1","[2016-10-19 03:20:00,2016-10-19 03:40:00)","1","8","1"
"1","[2016-10-19 03:20:00,2016-10-19 03:40:00)","0","7","0"
"3","[2016-10-19 03:20:00,2016-10-19 03:40:00)","1","3","0"
"3","[2016-10-19 03:20:00,2016-10-19 03:40:00)","0","14","1"
"1","[2016-10-19 03:40:00,2016-10-19 04:00:00)","1","16","1"
"1","[2016-10-19 03:40:00,2016-10-19 04:00:00)","0","5","1"
"3","[2016-10-19 03:40:00,2016-10-19 04:00:00)","1","6","1"
"3","[2016-10-19 03:40:00,2016-10-19 04:00:00)","0","11","2"
"1","[2016-10-19 04:00:00,2016-10-19 04:20:00)","1","12","0"
"1","[2016-10-19 04:00:00,2016-10-19 04:20:00)","0","7","0"
"3","[2016-10-19 04:00:00,2016-10-19 04:20:00)","1","4","1"
"3","[2016-10-19 04:00:00,2016-10-19 04:20:00)","0","10","1"
"1","[2016-10-19 04:20:00,2016-10-19 04:40:00)","1","14","0"
"1","[2016-10-19 04:20:00,2016-10-19 04:40:00)","0","6","0"
"3","[2016-10-19 04:20:00,2016-10-19 04:40:00)","1","6","0"
"3","[2016-10-19 04:20:00,2016-10-19 04:40:00)","0","7","3"
"1","[2016-10-19 04:40:00,2016-10-19 05:00:00)","1","20","3"
"1","[2016-10-19 04:40:00,2016-10-19 05:00:00)","0","15","4"
"3","[2016-10-19 04:40:00,2016-10-19 05:00:00)","1","5","1"
"3","[2016-10-19 04:40:00,2016-10-19 05:00:00)","0","15","1"
"1","[2016-10-19 05:00:00,2016-10-19 05:20:00)","1","28","2"
"1","[2016-10-19 05:00:00,2016-10-19 05:20:00)","0","1","0"
"3","[2016-10-19 05:00:00,2016-10-19 05:20:00)","1","11","0"
"3","[2016-10-19 05:00:00,2016-10-19 05:20:00)","0","19","4"
"2","[2016-10-19 05:00:00,2016-10-19 05:20:00)","0","16","0"
"1","[2016-10-19 05:20:00,2016-10-19 05:40:00)","1","34","0"
"1","[2016-10-19 05:20:00,2016-10-19 05:40:00)","0","3","1"
"3","[2016-10-19 05:20:00,2016-10-19 05:40:00)","1","11","1"
"3","[2016-10-19 05:20:00,2016-10-19 05:40:00)","0","11","2"
"2","[2016-10-19 05:20:00,2016-10-19 05:40:00)","0","19","4"
"1","[2016-10-19 05:40:00,2016-10-19 06:00:00)","1","36","0"
"1","[2016-10-19 05:40:00,2016-10-19 06:00:00)","0","8","2"
"3","[2016-10-19 05:40:00,2016-10-19 06:00:00)","1","10","2"
"3","[2016-10-19 05:40:00,2016-10-19 06:00:00)","0","25","5"
"2","[2016-10-19 05:40:00,2016-10-19 06:00:00)","0","18","3"
"1","[2016-10-19 06:00:00,2016-10-19 06:20:00)","1","48","6"
"1","[2016-10-19 06:00:00,2016-10-19 06:20:00)","0","12","1"
"3","[2016-10-19 06:00:00,2016-10-19 06:20:00)","1","21","2"
"3","[2016-10-19 06:00:00,2016-10-19 06:20:00)","0","24","3"
"2","[2016-10-19 06:00:00,2016-10-19 06:20:00)","0","26","6"
"1","[2016-10-19 06:20:00,2016-10-19 06:40:00)","1","28","4"
"1","[2016-10-19 06:20:00,2016-10-19 06:40:00)","0","16","4"
"3","[2016-10-19 06:20:00,2016-10-19 06:40:00)","1","26","7"
"3","[2016-10-19 06:20:00,2016-10-19 06:40:00)","0","57","11"
"2","[2016-10-19 06:20:00,2016-10-19 06:40:00)","0","45","8"
"1","[2016-10-19 06:40:00,2016-10-19 07:00:00)","1","57","15"
"1","[2016-10-19 06:40:00,2016-10-19 07:00:00)","0","17","4"
"3","[2016-10-19 06:40:00,2016-10-19 07:00:00)","1","43","11"
"3","[2016-10-19 06:40:00,2016-10-19 07:00:00)","0","75","23"
"2","[2016-10-19 06:40:00,2016-10-19 07:00:00)","0","47","15"
"1","[2016-10-19 07:00:00,2016-10-19 07:20:00)","1","67","18"
"1","[2016-10-19 07:00:00,2016-10-19 07:20:00)","0","22","9"
"3","[2016-10-19 07:00:00,2016-10-19 07:20:00)","1","53","19"
"3","[2016-10-19 07:00:00,2016-10-19 07:20:00)","0","119","41"
"2","[2016-10-19 07:00:00,2016-10-19 07:20:00)","0","87","36"
"1","[2016-10-19 07:20:00,2016-10-19 07:40:00)","1","98","23"
"1","[2016-10-19 07:20:00,2016-10-19 07:40:00)","0","38","10"
"3","[2016-10-19 07:20:00,2016-10-19 07:40:00)","1","63","24"
"3","[2016-10-19 07:20:00,2016-10-19 07:40:00)","0","137","52"
"2","[2016-10-19 07:20:00,2016-10-19 07:40:00)","0","95","36"
"1","[2016-10-19 07:40:00,2016-10-19 08:00:00)","1","103","27"
"1","[2016-10-19 07:40:00,2016-10-19 08:00:00)","0","41","15"
"3","[2016-10-19 07:40:00,2016-10-19 08:00:00)","1","104","30"
"3","[2016-10-19 07:40:00,2016-10-19 08:00:00)","0","152","49"
"2","[2016-10-19 07:40:00,2016-10-19 08:00:00)","0","99","41"
"1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","1","118","40"
"1","[2016-10-19 08:00:00,2016-10-19 08:20:00)","0","48","19"
"3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","1","115","32"
"3","[2016-10-19 08:00:00,2016-10-19 08:20:00)","0","137","40"
"2","[2016-10-19 08:00:00,2016-10-19 08:20:00)","0","127","39"
"1","[2016-10-19 08:20:00,2016-10-19 08:40:00)","1","111","30"
"1","[2016-10-19 08:20:00,2016-10-19 08:40:00)","0","50","22"
"3","[2016-10-19 08:20:00,2016-10-19 08:40:00)","1","115","37"
"3","[2016-10-19 08:20:00,2016-10-19 08:40:00)","0","152","45"
"2","[2016-10-19 08:20:00,2016-10-19 08:40:00)","0","128","36"
"1","[2016-10-19 08:40:00,2016-10-19 09:00:00)","1","109","34"
"1","[2016-10-19 08:40:00,2016-10-19 09:00:00)","0","50","11"
"3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","1","130","45"
"3","[2016-10-19 08:40:00,2016-10-19 09:00:00)","0","127","41"
"2","[2016-10-19 08:40:00,2016-10-19 09:00:00)","0","114","33"
"1","[2016-10-19 09:00:00,2016-10-19 09:20:00)","1","121","26"
"1","[2016-10-19 09:00:00,2016-10-19 09:20:00)","0","42","14"
"3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","1","139","49"
"3","[2016-10-19 09:00:00,2016-10-19 09:20:00)","0","145","35"
"2","[2016-10-19 09:00:00,2016-10-19 09:20:00)","0","103","34"
"1","[2016-10-19 09:20:00,2016-10-19 09:40:00)","1","92","19"
"1","[2016-10-19 09:20:00,2016-10-19 09:40:00)","0","38","12"
"3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","1","91","20"
"3","[2016-10-19 09:20:00,2016-10-19 09:40:00)","0","147","33"
"2","[2016-10-19 09:20:00,2016-10-19 09:40:00)","0","100","32"
"1","[2016-10-19 09:40:00,2016-10-19 10:00:00)","1","111","24"
"1","[2016-10-19 09:40:00,2016-10-19 10:00:00)","0","59","14"
"3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","1","98","31"
"3","[2016-10-19 09:40:00,2016-10-19 10:00:00)","0","140","30"
"2","[2016-10-19 09:40:00,2016-10-19 10:00:00)","0","91","22"
"1","[2016-10-19 10:00:00,2016-10-19 10:20:00)","1","78","14"
"1","[2016-10-19 10:00:00,2016-10-19 10:20:00)","0","52","9"
"3","[2016-10-19 10:00:00,2016-10-19 10:20:00)","1","88","20"
"3","[2016-10-19 10:00:00,2016-10-19 10:20:00)","0","119","34"
"2","[2016-10-19 10:00:00,2016-10-19 10:20:00)","0","66","11"
"1","[2016-10-19 10:20:00,2016-10-19 10:40:00)","1","86","19"
"1","[2016-10-19 10:20:00,2016-10-19 10:40:00)","0","41","11"
"3","[2016-10-19 10:20:00,2016-10-19 10:40:00)","1","87","25"
"3","[2016-10-19 10:20:00,2016-10-19 10:40:00)","0","111","23"
"2","[2016-10-19 10:20:00,2016-10-19 10:40:00)","0","65","22"
"1","[2016-10-19 10:40:00,2016-10-19 11:00:00)","1","102","13"
"1","[2016-10-19 10:40:00,2016-10-19 11:00:00)","0","37","9"
"3","[2016-10-19 10:40:00,2016-10-19 11:00:00)","1","80","21"
"3","[2016-10-19 10:40:00,2016-10-19 11:00:00)","0","98","26"
"2","[2016-10-19 10:40:00,2016-10-19 11:00:00)","0","63","13"
"1","[2016-10-19 11:00:00,2016-10-19 11:20:00)","1","67","13"
"1","[2016-10-19 11:00:00,2016-10-19 11:20:00)","0","37","8"
"3","[2016-10-19 11:00:00,2016-10-19 11:20:00)","1","60","18"
"3","[2016-10-19 11:00:00,2016-10-19 11:20:00)","0","81","15"
"2","[2016-10-19 11:00:00,2016-10-19 11:20:00)","0","66","13"
"1","[2016-10-19 11:20:00,2016-10-19 11:40:00)","1","82","26"
"1","[2016-10-19 11:20:00,2016-10-19 11:40:00)","0","39","8"
"3","[2016-10-19 11:20:00,2016-10-19 11:40:00)","1","65","12"
"3","[2016-10-19 11:20:00,2016-10-19 11:40:00)","0","80","13"
"2","[2016-10-19 11:20:00,2016-10-19 11:40:00)","0","41","10"
"1","[2016-10-19 11:40:00,2016-10-19 12:00:00)","1","83","12"
"1","[2016-10-19 11:40:00,2016-10-19 12:00:00)","0","38","8"
"3","[2016-10-19 11:40:00,2016-10-19 12:00:00)","1","66","12"
"3","[2016-10-19 11:40:00,2016-10-19 12:00:00)","0","98","23"
"2","[2016-10-19 11:40:00,2016-10-19 12:00:00)","0","52","7"
"1","[2016-10-19 12:00:00,2016-10-19 12:20:00)","1","100","20"
"1","[2016-10-19 12:00:00,2016-10-19 12:20:00)","0","32","7"
"3","[2016-10-19 12:00:00,2016-10-19 12:20:00)","1","85","19"
"3","[2016-10-19 12:00:00,2016-10-19 12:20:00)","0","103","25"
"2","[2016-10-19 12:00:00,2016-10-19 12:20:00)","0","64","14"
"1","[2016-10-19 12:20:00,2016-10-19 12:40:00)","1","85","22"
"1","[2016-10-19 12:20:00,2016-10-19 12:40:00)","0","47","13"
"3","[2016-10-19 12:20:00,2016-10-19 12:40:00)","1","62","17"
"3","[2016-10-19 12:20:00,2016-10-19 12:40:00)","0","83","18"
"2","[2016-10-19 12:20:00,2016-10-19 12:40:00)","0","48","14"
"1","[2016-10-19 12:40:00,2016-10-19 13:00:00)","1","83","19"
"1","[2016-10-19 12:40:00,2016-10-19 13:00:00)","0","38","8"
"3","[2016-10-19 12:40:00,2016-10-19 13:00:00)","1","90","24"
"3","[2016-10-19 12:40:00,2016-10-19 13:00:00)","0","91","26"
"2","[2016-10-19 12:40:00,2016-10-19 13:00:00)","0","60","17"
"1","[2016-10-19 13:00:00,2016-10-19 13:20:00)","1","90","13"
"1","[2016-10-19 13:00:00,2016-10-19 13:20:00)","0","38","13"
"3","[2016-10-19 13:00:00,2016-10-19 13:20:00)","1","78","24"
"3","[2016-10-19 13:00:00,2016-10-19 13:20:00)","0","104","22"
"2","[2016-10-19 13:00:00,2016-10-19 13:20:00)","0","81","14"
"1","[2016-10-19 13:20:00,2016-10-19 13:40:00)","1","76","17"
"1","[2016-10-19 13:20:00,2016-10-19 13:40:00)","0","43","17"
"3","[2016-10-19 13:20:00,2016-10-19 13:40:00)","1","78","21"
"3","[2016-10-19 13:20:00,2016-10-19 13:40:00)","0","87","19"
"2","[2016-10-19 13:20:00,2016-10-19 13:40:00)","0","70","11"
"1","[2016-10-19 13:40:00,2016-10-19 14:00:00)","1","88","26"
"1","[2016-10-19 13:40:00,2016-10-19 14:00:00)","0","37","8"
"3","[2016-10-19 13:40:00,2016-10-19 14:00:00)","1","97","21"
"3","[2016-10-19 13:40:00,2016-10-19 14:00:00)","0","122","29"
"2","[2016-10-19 13:40:00,2016-10-19 14:00:00)","0","70","13"
"1","[2016-10-19 14:00:00,2016-10-19 14:20:00)","1","89","22"
"1","[2016-10-19 14:00:00,2016-10-19 14:20:00)","0","43","13"
"3","[2016-10-19 14:00:00,2016-10-19 14:20:00)","1","89","26"
"3","[2016-10-19 14:00:00,2016-10-19 14:20:00)","0","101","32"
"2","[2016-10-19 14:00:00,2016-10-19 14:20:00)","0","77","25"
"1","[2016-10-19 14:20:00,2016-10-19 14:40:00)","1","90","23"
"1","[2016-10-19 14:20:00,2016-10-19 14:40:00)","0","34","11"
"3","[2016-10-19 14:20:00,2016-10-19 14:40:00)","1","79","30"
"3","[2016-10-19 14:20:00,2016-10-19 14:40:00)","0","102","29"
"2","[2016-10-19 14:20:00,2016-10-19 14:40:00)","0","67","11"
"1","[2016-10-19 14:40:00,2016-10-19 15:00:00)","1","93","17"
"1","[2016-10-19 14:40:00,2016-10-19 15:00:00)","0","39","4"
"3","[2016-10-19 14:40:00,2016-10-19 15:00:00)","1","81","30"
"3","[2016-10-19 14:40:00,2016-10-19 15:00:00)","0","112","27"
"2","[2016-10-19 14:40:00,2016-10-19 15:00:00)","0","48","8"
"1","[2016-10-19 15:00:00,2016-10-19 15:20:00)","1","83","20"
"1","[2016-10-19 15:00:00,2016-10-19 15:20:00)","0","40","8"
"3","[2016-10-19 15:00:00,2016-10-19 15:20:00)","1","99","21"
"3","[2016-10-19 15:00:00,2016-10-19 15:20:00)","0","107","28"
"2","[2016-10-19 15:00:00,2016-10-19 15:20:00)","0","70","18"
"1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","1","99","26"
"1","[2016-10-19 15:20:00,2016-10-19 15:40:00)","0","34","9"
"3","[2016-10-19 15:20:00,2016-10-19 15:40:00)","1","108","35"
"3","[2016-10-19 15:20:00,2016-10-19 15:40:00)","0","96","27"
"2","[2016-10-19 15:20:00,2016-10-19 15:40:00)","0","69","16"
"1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","1","92","33"
"1","[2016-10-19 15:40:00,2016-10-19 16:00:00)","0","50","16"
"3","[2016-10-19 15:40:00,2016-10-19 16:00:00)","1","79","19"
"3","[2016-10-19 15:40:00,2016-10-19 16:00:00)","0","95","24"
"2","[2016-10-19 15:40:00,2016-10-19 16:00:00)","0","58","9"
"1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","1","82","18"
"1","[2016-10-19 16:00:00,2016-10-19 16:20:00)","0","39","5"
"3","[2016-10-19 16:00:00,2016-10-19 16:20:00)","1","82","27"
"3","[2016-10-19 16:00:00,2016-10-19 16:20:00)","0","109","30"
"2","[2016-10-19 16:00:00,2016-10-19 16:20:00)","0","55","12"
"1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","1","80","22"
"1","[2016-10-19 16:20:00,2016-10-19 16:40:00)","0","40","12"
"3","[2016-10-19 16:20:00,2016-10-19 16:40:00)","1","89","25"
"3","[2016-10-19 16:20:00,2016-10-19 16:40:00)","0","105","24"
"2","[2016-10-19 16:20:00,2016-10-19 16:40:00)","0","61","15"
"1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","1","85","15"
"1","[2016-10-19 16:40:00,2016-10-19 17:00:00)","0","36","11"
"3","[2016-10-19 16:40:00,2016-10-19 17:00:00)","1","75","23"
"3","[2016-10-19 16:40:00,2016-10-19 17:00:00)","0","95","30"
"2","[2016-10-19 16:40:00,2016-10-19 17:00:00)","0","64","12"
"1","[2016-10-19 17:00:00,2016-10-19 17:20:00)","1","90","35"
"1","[2016-10-19 17:00:00,2016-10-19 17:20:00)","0","32","11"
"3","[2016-10-19 17:00:00,2016-10-19 17:20:00)","1","69","27"
"3","[2016-10-19 17:00:00,2016-10-19 17:20:00)","0","120","33"
"2","[2016-10-19 17:00:00,2016-10-19 17:20:00)","0","88","22"
"1","[2016-10-19 17:20:00,2016-10-19 17:40:00)","1","108","38"
"1","[2016-10-19 17:20:00,2016-10-19 17:40:00)","0","29","6"
"3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","1","75","26"
"3","[2016-10-19 17:20:00,2016-10-19 17:40:00)","0","105","22"
"2","[2016-10-19 17:20:00,2016-10-19 17:40:00)","0","56","20"
"1","[2016-10-19 17:40:00,2016-10-19 18:00:00)","1","112","41"
"1","[2016-10-19 17:40:00,2016-10-19 18:00:00)","0","34","11"
"3","[2016-10-19 17:40:00,2016-10-19 18:00:00)","1","87","30"
"3","[2016-10-19 17:40:00,2016-10-19 18:00:00)","0","96","23"
"2","[2016-10-19 17:40:00,2016-10-19 18:00:00)","0","64","28"
"1","[2016-10-19 18:00:00,2016-10-19 18:20:00)","1","63","25"
"1","[2016-10-19 18:00:00,2016-10-19 18:20:00)","0","27","12"
"3","[2016-10-19 18:00:00,2016-10-19 18:20:00)","1","71","26"
"3","[2016-10-19 18:00:00,2016-10-19 18:20:00)","0","79","20"
"2","[2016-10-19 18:00:00,2016-10-19 18:20:00)","0","65","22"
"1","[2016-10-19 18:20:00,2016-10-19 18:40:00)","1","76","20"
"1","[2016-10-19 18:20:00,2016-10-19 18:40:00)","0","19","7"
"3","[2016-10-19 18:20:00,2016-10-19 18:40:00)","1","77","25"
"3","[2016-10-19 18:20:00,2016-10-19 18:40:00)","0","68","11"
"2","[2016-10-19 18:20:00,2016-10-19 18:40:00)","0","54","21"
"1","[2016-10-19 18:40:00,2016-10-19 19:00:00)","1","73","24"
"1","[2016-10-19 18:40:00,2016-10-19 19:00:00)","0","31","11"
"3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","1","80","24"
"3","[2016-10-19 18:40:00,2016-10-19 19:00:00)","0","68","17"
"2","[2016-10-19 18:40:00,2016-10-19 19:00:00)","0","56","14"
"1","[2016-10-19 19:00:00,2016-10-19 19:20:00)","1","42","13"
"1","[2016-10-19 19:00:00,2016-10-19 19:20:00)","0","24","9"
"3","[2016-10-19 19:00:00,2016-10-19 19:20:00)","1","51","14"
"3","[2016-10-19 19:00:00,2016-10-19 19:20:00)","0","44","13"
"2","[2016-10-19 19:00:00,2016-10-19 19:20:00)","0","48","14"
"1","[2016-10-19 19:20:00,2016-10-19 19:40:00)","1","62","11"
"1","[2016-10-19 19:20:00,2016-10-19 19:40:00)","0","24","9"
"3","[2016-10-19 19:20:00,2016-10-19 19:40:00)","1","50","11"
"3","[2016-10-19 19:20:00,2016-10-19 19:40:00)","0","59","14"
"2","[2016-10-19 19:20:00,2016-10-19 19:40:00)","0","39","8"
"1","[2016-10-19 19:40:00,2016-10-19 20:00:00)","1","46","12"
"1","[2016-10-19 19:40:00,2016-10-19 20:00:00)","0","25","3"
"3","[2016-10-19 19:40:00,2016-10-19 20:00:00)","1","61","15"
"3","[2016-10-19 19:40:00,2016-10-19 20:00:00)","0","40","8"
"2","[2016-10-19 19:40:00,2016-10-19 20:00:00)","0","31","9"
"1","[2016-10-19 20:00:00,2016-10-19 20:20:00)","1","27","12"
"1","[2016-10-19 20:00:00,2016-10-19 20:20:00)","0","13","2"
"3","[2016-10-19 20:00:00,2016-10-19 20:20:00)","1","40","12"
"3","[2016-10-19 20:00:00,2016-10-19 20:20:00)","0","47","5"
"2","[2016-10-19 20:00:00,2016-10-19 20:20:00)","0","25","5"
"1","[2016-10-19 20:20:00,2016-10-19 20:40:00)","1","38","12"
"1","[2016-10-19 20:20:00,2016-10-19 20:40:00)","0","13","2"
"3","[2016-10-19 20:20:00,2016-10-19 20:40:00)","1","52","18"
"3","[2016-10-19 20:20:00,2016-10-19 20:40:00)","0","31","7"
"2","[2016-10-19 20:20:00,2016-10-19 20:40:00)","0","30","6"
"1","[2016-10-19 20:40:00,2016-10-19 21:00:00)","1","28","7"
"1","[2016-10-19 20:40:00,2016-10-19 21:00:00)","0","14","2"
"3","[2016-10-19 20:40:00,2016-10-19 21:00:00)","1","36","9"
"3","[2016-10-19 20:40:00,2016-10-19 21:00:00)","0","43","7"
"2","[2016-10-19 20:40:00,2016-10-19 21:00:00)","0","26","9"
"1","[2016-10-19 21:00:00,2016-10-19 21:20:00)","1","25","8"
"1","[2016-10-19 21:00:00,2016-10-19 21:20:00)","0","17","4"
"3","[2016-10-19 21:00:00,2016-10-19 21:20:00)","1","26","10"
"3","[2016-10-19 21:00:00,2016-10-19 21:20:00)","0","36","5"
"2","[2016-10-19 21:00:00,2016-10-19 21:20:00)","0","20","4"
"1","[2016-10-19 21:20:00,2016-10-19 21:40:00)","1","40","9"
"1","[2016-10-19 21:20:00,2016-10-19 21:40:00)","0","16","4"
"3","[2016-10-19 21:20:00,2016-10-19 21:40:00)","1","23","7"
"3","[2016-10-19 21:20:00,2016-10-19 21:40:00)","0","40","12"
"2","[2016-10-19 21:20:00,2016-10-19 21:40:00)","0","15","2"
"1","[2016-10-19 21:40:00,2016-10-19 22:00:00)","1","34","10"
"1","[2016-10-19 21:40:00,2016-10-19 22:00:00)","0","13","4"
"3","[2016-10-19 21:40:00,2016-10-19 22:00:00)","1","23","5"
"3","[2016-10-19 21:40:00,2016-10-19 22:00:00)","0","30","4"
"1","[2016-10-19 22:00:00,2016-10-19 22:20:00)","1","28","7"
"1","[2016-10-19 22:00:00,2016-10-19 22:20:00)","0","4","2"
"3","[2016-10-19 22:00:00,2016-10-19 22:20:00)","1","20","6"
"3","[2016-10-19 22:00:00,2016-10-19 22:20:00)","0","29","9"
"1","[2016-10-19 22:20:00,2016-10-19 22:40:00)","1","21","4"
"1","[2016-10-19 22:20:00,2016-10-19 22:40:00)","0","11","4"
"3","[2016-10-19 22:20:00,2016-10-19 22:40:00)","1","12","6"
"3","[2016-10-19 22:20:00,2016-10-19 22:40:00)","0","21","3"
"1","[2016-10-19 22:40:00,2016-10-19 23:00:00)","1","20","5"
"1","[2016-10-19 22:40:00,2016-10-19 23:00:00)","0","7","1"
"3","[2016-10-19 22:40:00,2016-10-19 23:00:00)","1","19","4"
"3","[2016-10-19 22:40:00,2016-10-19 23:00:00)","0","26","3"
"2","[2016-10-19 22:40:00,2016-10-19 23:00:00)","0","8","3"
"1","[2016-10-19 23:00:00,2016-10-19 23:20:00)","1","8","5"
"1","[2016-10-19 23:00:00,2016-10-19 23:20:00)","0","18","6"
"3","[2016-10-19 23:00:00,2016-10-19 23:20:00)","1","10","5"
"3","[2016-10-19 23:00:00,2016-10-19 23:20:00)","0","24","3"
"2","[2016-10-19 23:00:00,2016-10-19 23:20:00)","0","15","6"
"1","[2016-10-19 23:20:00,2016-10-19 23:40:00)","1","23","8"
"1","[2016-10-19 23:20:00,2016-10-19 23:40:00)","0","3","0"
"3","[2016-10-19 23:20:00,2016-10-19 23:40:00)","1","8","1"
"3","[2016-10-19 23:20:00,2016-10-19 23:40:00)","0","20","0"
"2","[2016-10-19 23:20:00,2016-10-19 23:40:00)","0","6","0"
"1","[2016-10-19 23:40:00,2016-10-20 00:00:00)","1","10","4"
"1","[2016-10-19 23:40:00,2016-10-20 00:00:00)","0","8","2"
"3","[2016-10-19 23:40:00,2016-10-20 00:00:00)","1","6","3"
"3","[2016-10-19 23:40:00,2016-10-20 00:00:00)","0","10","0"
"2","[2016-10-19 23:40:00,2016-10-20 00:00:00)","0","10","1"
"1","[2016-10-20 00:00:00,2016-10-20 00:20:00)","1","107","20"
"1","[2016-10-20 00:00:00,2016-10-20 00:20:00)","0","6","4"
"3","[2016-10-20 00:00:00,2016-10-20 00:20:00)","1","129","28"
"3","[2016-10-20 00:00:00,2016-10-20 00:20:00)","0","18","1"
"1","[2016-10-20 00:20:00,2016-10-20 00:40:00)","1","82","17"
"1","[2016-10-20 00:20:00,2016-10-20 00:40:00)","0","6","3"
"3","[2016-10-20 00:20:00,2016-10-20 00:40:00)","1","96","22"
"3","[2016-10-20 00:20:00,2016-10-20 00:40:00)","0","17","3"
"1","[2016-10-20 00:40:00,2016-10-20 01:00:00)","1","52","9"
"1","[2016-10-20 00:40:00,2016-10-20 01:00:00)","0","11","1"
"3","[2016-10-20 00:40:00,2016-10-20 01:00:00)","1","77","18"
"3","[2016-10-20 00:40:00,2016-10-20 01:00:00)","0","18","0"
"1","[2016-10-20 01:00:00,2016-10-20 01:20:00)","1","6","0"
"1","[2016-10-20 01:00:00,2016-10-20 01:20:00)","0","11","1"
"3","[2016-10-20 01:00:00,2016-10-20 01:20:00)","1","8","3"
"3","[2016-10-20 01:00:00,2016-10-20 01:20:00)","0","18","3"
"2","[2016-10-20 01:00:00,2016-10-20 01:20:00)","0","3","3"
"1","[2016-10-20 01:20:00,2016-10-20 01:40:00)","1","7","1"
"1","[2016-10-20 01:20:00,2016-10-20 01:40:00)","0","7","0"
"3","[2016-10-20 01:20:00,2016-10-20 01:40:00)","1","7","0"
"3","[2016-10-20 01:20:00,2016-10-20 01:40:00)","0","16","2"
"2","[2016-10-20 01:20:00,2016-10-20 01:40:00)","0","2","2"
"1","[2016-10-20 01:40:00,2016-10-20 02:00:00)","1","11","2"
"1","[2016-10-20 01:40:00,2016-10-20 02:00:00)","0","7","0"
"3","[2016-10-20 01:40:00,2016-10-20 02:00:00)","1","2","0"
"3","[2016-10-20 01:40:00,2016-10-20 02:00:00)","0","19","1"
"1","[2016-10-20 02:00:00,2016-10-20 02:20:00)","1","7","1"
"1","[2016-10-20 02:00:00,2016-10-20 02:20:00)","0","4","0"
"3","[2016-10-20 02:00:00,2016-10-20 02:20:00)","1","3","2"
"3","[2016-10-20 02:00:00,2016-10-20 02:20:00)","0","22","0"
"1","[2016-10-20 02:20:00,2016-10-20 02:40:00)","1","10","4"
"1","[2016-10-20 02:20:00,2016-10-20 02:40:00)","0","7","1"
"3","[2016-10-20 02:20:00,2016-10-20 02:40:00)","1","3","2"
"3","[2016-10-20 02:20:00,2016-10-20 02:40:00)","0","12","1"
"1","[2016-10-20 02:40:00,2016-10-20 03:00:00)","1","7","1"
"1","[2016-10-20 02:40:00,2016-10-20 03:00:00)","0","10","0"
"3","[2016-10-20 02:40:00,2016-10-20 03:00:00)","1","3","0"
"3","[2016-10-20 02:40:00,2016-10-20 03:00:00)","0","9","1"
"1","[2016-10-20 03:00:00,2016-10-20 03:20:00)","1","11","0"
